timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2023-08-20T08:28:01,codecarbon,863b32b0-4e10-45d0-b02a-58148a7c61c1,1887.6949906349184,0.0374484624059784,1.9838195572783112e-05,42.5,110.8057970076009,5.8618011474609375,0.0222766185282005,0.057390930357152,0.0030694010350505,0.0827369499204031,United States,USA,iowa,,,Linux-5.15.120+-x86_64-with-glibc2.35,3.10.12,2.3.1,2,Intel(R) Xeon(R) CPU @ 2.00GHz,2,2 x Tesla T4,-95.8517,41.2591,15.6314697265625,machine,N,1.0
2023-08-20T08:36:03,codecarbon,863b32b0-4e10-45d0-b02a-58148a7c61c1,2369.81956410408,0.043923371416102,1.8534479198929007e-05,42.5,58.457522556319525,5.8618011474609375,0.0279683336337407,0.06521958412007,0.0038544051536615,0.0970423229074723,United States,USA,iowa,,,Linux-5.15.120+-x86_64-with-glibc2.35,3.10.12,2.3.1,2,Intel(R) Xeon(R) CPU @ 2.00GHz,2,2 x Tesla T4,-95.8517,41.2591,15.6314697265625,machine,N,1.0
2023-08-20T08:40:23,codecarbon,863b32b0-4e10-45d0-b02a-58148a7c61c1,2629.279009580612,0.04873687280821511,1.8536211878095425e-05,42.5,99.19938939651193,5.8618011474609375,0.031031351218455384,0.07236884650614203,0.004276858841725192,0.1076770565663226,United States,USA,iowa,,,Linux-5.15.120+-x86_64-with-glibc2.35,3.10.12,2.3.1,2,Intel(R) Xeon(R) CPU @ 2.00GHz,2,2 x Tesla T4,-95.8517,41.2591,15.6314697265625,machine,N,1.0
